SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Slope,Leaf.Area,LCC,LPC,t.b2,Ktwig,Huber.Value,X.Lum,VD,Estem,Branching.Distance,Stem.Wood.Density,LMA,LNC,d15N,Ks,X.Sapwood,d13C,Soil.Fertility,Light,Temperature,pH
J15FAG-b,Mr. Robert Pins,3.219262996,0.845570436087429,FAG,187,21,25,4.75,1.5,1.5,566,4.1,0.589166159,NA,0.7020357561634323,55.36714286,49.8897,14.01008597,0.019621149,1281.456724,0.003692139,0.137989011,8524.020791,2076.2018429406094,78.03253456256557,0.14565663526897024,-8.788163338887253,0.15713173853892126,-0.3146253448593448,-36.727904801808215,0.16421143843896183,-0.9065310379735098,1.1015394310130389,0.7484201877705475,-0.2947796155355742,-1.1453647154656916
J15FRA-a,Mr. Robert Pins,0.462891058,1.0700105338584702,FRA,187,15,30,2.46,2.38,2.59,438,2.3,0.644884488,86.162,0.7714880136713971,209.1675,46.4879,14.26941646,0.026539272,1465.067391,0.058696258,0.107757332,33922.51293,9819.29509894061,4.032534562565582,0.11549835326897033,-10.77270858888725,0.9161317385389215,-3.0436405998593448,212.86636760819178,-0.5211575975610382,-0.9482209479735085,1.145971347754988,1.1794955293027047,-0.19887558215764878,-1.7559131676518567
J15OSV-a,Mr. Robert Pins,1.202547004,1.6569506277803063,OSV,187,13,12,4.58,3.25,1.07,384,2.7,0.616438356,77.442,0.5109825128720548,34.51033333,49.8841,10.00743357,0.022646765,1898.26541,0.014326307,0.145477239,8205.962577,-1484.9039930593901,-5.56746543743442,0.05607037926897033,-14.63850995888725,0.3280317385389213,-3.254717049859345,-7.4993542918082206,0.20987296843896178,-1.0253942579735076,1.0884850604795564,0.9997396519596363,-0.35237852675408476,-1.3973293136724962
J15PRP-a,Mr. Robert Pins,0.5457281020000002,0.2194612347816193,PRP,187,17,12,NA,NA,NA,407,3.1,NA,57.60102,0.5734534174856964,10.84082192,49.2471,12.28176582,0.020085985,770.6508274,0.005671147,0.105945454,6158.982348,-3132.13753705939,-2.8563543274344187,-0.24963943973102973,-15.431193918887251,0.7897317385389212,-4.106714063859345,-67.87542828180821,0.2287954034389618,0.5316888720264911,1.0848311843506002,0.9180640055613009,-0.3897334457740197,-1.3307717917598947
J15PRP-b,Mr. Robert Pins,NA,NA,PRP,187,NA,12,NA,NA,NA,599,4.6,0.426266248,79.4475,0.7651338455510305,17.6537037,47.1953,21.37437474,0.01957005,1227.531503,0.004448609,0.162122194,4637.012192,1431.6550249406098,1.7825345625655813,-0.14382730773102972,-1.592979588887248,0.5261317385389214,-2.7347379168593444,-41.57841601180822,0.1899752984389618,0.5318925720264912,1.1632824593909588,0.9928888927682474,-0.19590961373892796,-1.4107790962510653
J15QUR-a,Mr. Robert Pins,2.141859018,0.7063851412946803,QUR,187,19,25,2.75,2.88,1.12,460,3.4,0.606456382,70.2262,0.7573746737003835,115.6475,46.082,12.48999647,0.02087292,2197.665591,0.027955591,0.100972972,36123.14695,-968.9123360593901,1.6992012325655828,0.07783327526897026,6.64719555111275,0.25133173853892155,-1.9667368748593448,152.51126950819176,-0.32389207056103814,-0.03607052797350881,1.1428609843174087,1.105516561630873,-0.20501540700983167,-1.470272404434667
J15SOA-a,Mr. Robert Pins,0.181908648,0.14749412991713515,SOA,187,33,10,2.59,1.77,1.27,245,1.6,0.578076525,67.826,0.9187018357529758,29.5616,46.7112,15.46382048,0.025543134,862.5722751,0.005855307,0.178902545,4105.924287,-3619.5405745593903,-4.13413210743442,-0.05235455873102975,-13.55155464888725,0.8274317385389213,-2.697929234859344,-61.22836430180822,0.1890857084389618,-2.6184144279735104,1.1823009050175455,1.0551368562052061,-0.24150736822716667,-1.358888619921282
J15SOA-c,Mr. Robert Pins,0.5993161659999999,5.009752658142538,SOA,187,14,10,2.59,1.77,1.27,255,1.3,0.599886493,61.4116,1.3521048148180463,48.99357143,46.8301,14.00850223,0.025724758,605.9492715,0.011611684,0.134349268,4343.919512,-2038.6918070593904,7.699201232565583,0.027129277268970332,-1.4314785088872544,0.06453173853892125,-5.803672967859345,-71.74620564180822,0.10169840843896187,-0.8920991979735095,1.092803974572988,1.3661231037396628,-0.25757323848065483,-1.9213640752175698
J15ULA-b,Mr. Robert Pins,1.1587989999999997,0.49155779184938087,ULA,187,28,35,3.14,2.92,2.46,331,2.5,0.543917606,66.614,0.4943017106301678,20.8172,42.5827,21.9855319,0.040726206,582.7634671,0.043599088,0.106726717,14785.13358,-2226.2742240593902,-5.717465437434418,0.0303875172689703,-14.729806848887252,0.8976317385389215,-3.274375481859345,58.54396920819178,-0.5754272315610383,-0.682272157973509,1.1470885994692852,0.9451640523856665,-0.06796822132825724,-1.1921630154686842
J16ACP-c,Mr. Robert Feuillus,1.2133687599999998,0.681867529541903,ACP,178,21,10,3.56,2,1,304,2.3,0.477500491,NA,0.6594735653911842,84.476,47.744,17.13102385,0.019604414,378.6789333,0.015725421,0.061061408,6927.778134,-3456.9699861383237,-8.820075458979417,-0.12427871476373319,-9.305693883019773,0.06479926189717228,-3.112457882860088,-93.58343616537988,0.032449327314582145,1.2390932046355425,1.0838125513499253,0.34186763971164646,-0.16127067716366233,-0.22711439746814177
J16ACR-d,Mr. Robert Feuillus,0.337250568,0.5470642845579358,ACR,178,16,25,3.44,1.84,3.08,319,2.7,NA,NA,-0.06247906995847651,33.53888889,51.4865,15.46549888,0.021270743,733.601399,0.010792572,0.088514898,8883.122661,672.3020068616768,0.26325787102058495,-0.051249284763733124,5.474022526980226,-0.9421007381028279,-2.7740699548600887,-74.18757339537987,0.10814101631458217,0.018446834635545275,1.0562832208130992,0.33091399213993833,-0.005542739198129684,0.019111352892897036
J16ACR-e,Mr. Robert Feuillus,0.25496926200000003,0.11671499397110502,ACR,178,32,25,3.44,1.84,3.08,362,2.5,0.509616104,NA,0.5537469451725867,48.96777778,48.8228,12.2496134,0.015838059,476.4826189,0.007692029,0.070450648,6631.622859,-237.18922513832348,1.8465912010205836,0.0064567382362668135,1.643384616980227,-0.30420073810282794,-4.897829948860088,-91.05113190537988,0.14183987631458214,0.027600354635543414,0.9744423216397978,0.37497651975980373,-0.31353110299535153,-0.7051332972901994
J16AMSP-b,Mr. Robert Feuillus,0.13910650200000002,0.13785890007882606,AMSP,178,23,12,NA,NA,NA,346,2.4,NA,NA,-0.1748956231654654,19.61509434,49.3025,12.81242968,0.017419325,982.918599,0.009487807,0.168579068,5305.704796,554.7519208616766,-5.692624478979415,0.10670904623626688,-0.301460813019774,-0.2967007381028281,-2.4127824558600883,-65.93388732537987,0.21779814031458208,-0.7250864053644561,0.9355577567248906,0.3357601155620267,-0.17991718156661923,-0.16036843658364458
J16AMSP-c,Mr. Robert Feuillus,0.1616640420000003,0.04421966842229716,AMSP,178,44,12,NA,NA,NA,568,4.8,0.686821705,NA,-1.109213683312663,24.03863636,48.0381,13.08865223,0.019533613,470.4403709,0.00478951,0.11586878,3831.267001,2394.3672898616765,-2.415313558979417,0.22288165123626683,-2.7130844630197695,-0.7582007381028282,-4.401610389860088,-94.05366278537987,0.23351618431458207,0.0553354246355455,0.8895205344909222,0.38431007662071526,0.050770970749918445,-0.45179499965828007
J16BEPO-d,Mr. Robert Feuillus,0.13981148399999999,0.4758868674003843,BEPO,178,24,15,1.5,2.34,1,421,2.8,0.470873786,NA,-0.9464807349084103,13.15315068,51.6016,15.4995017,0.019566318,1056.368264,0.007721691,0.104753642,7739.815056,-3392.2650671383235,2.213257871020584,-0.04954133776373314,14.940357786980229,0.37549926189717203,0.7244504581399119,-64.91787454537987,0.2692031583145821,1.3135179446355438,1.0363317469558768,0.2480327243994638,-0.05345874659930448,-0.10552131690931861
J16COA-d,Mr. Robert Feuillus,0.47836434399999994,1107.4085975239211,COA,178,5,10,4,1.77,1.02,257,2,0.544578313,NA,0.10872244482689608,28.79083333,44.8457,19.94190516,0.012373943,852.1737545,0.006568738,0.100547886,9193.358563,-2511.1334151383235,0.513257871020585,-0.08936801476373311,1.4749375669802296,-0.6659007381028279,-1.0306813018600882,-70.88320408537987,0.17637899431458212,-0.5077544053644572,1.0506553898681323,0.3578755412986293,0.031085335673897888,-0.19575185266586625
J16COA-e,Mr. Robert Feuillus,0.3615317719999999,0.30653600477154097,COA,178,19,10,4,1.77,1.02,379,2.7,0.621872478,NA,-0.760273722677452,13.45631579,47.7668,19.16276724,0.01600442,663.1468875,0.004457875,0.122677039,7524.070824,-414.54414213832314,6.8132578710205856,-0.01987956476373319,-10.896086213019771,0.35409926189717217,-1.772310672860088,-70.95879841537987,-0.02232045968541787,0.7089396246355457,0.9262932280053399,0.4151327517716046,0.08795010693478479,-0.13295723861923459
J16FAG-c,Mr. Robert Feuillus,0.40025857800000003,0.25506214572136593,FAG,178,22,25,4.75,1.5,1.5,314,2.25,0.559120073,NA,-0.0551499023565171,31.72741935,50.1072,11.08918908,0.023664031,685.9585233,0.012594954,0.106746998,5510.432816,-1930.7309531383232,-13.457330363979416,0.11882230423626684,-15.176070713019772,0.07629926189717212,-1.460975309860088,-82.89295289537988,0.24141146731458205,-1.5190298153644568,0.9154097468694139,0.37576021123925163,-0.21639363566690312,-0.5101754355532726
J16FRA-b,Mr. Robert Feuillus,0.45514922999999996,0.12436043207613993,FRA,178,22,30,2.46,2.38,2.59,664,4,NA,NA,0.012870408483433946,213.665,47.8588,10.89895036,0.023908242,375.2206885,0.475723465,0.250583513,12740.16345,3565.7149278616757,17.01325787102059,0.03326458623626684,1.278451206980228,-1.0488007381028277,-2.5003113908600882,487.06083655462004,-0.692838608685418,2.407945054635545,1.0518520701568654,0.42306350809310145,-0.11395139269714467,-0.4885223737213662
J16OSV-b,Mr. Robert Feuillus,1.06425445,0.14058368594275042,OSV,178,25,12,4.58,3.25,1.07,771,5.4,0.518328148,NA,0.9219502649460958,24.87837838,47.6196,11.56231006,0.030181284,2252.261743,0.007534742,0.12916877,11162.46412,7392.892960861676,-9.832895978979415,0.12328089823626688,-12.619578613019772,0.21269926189717223,-0.301396023860088,-0.1783953453798759,0.24046336631458207,-1.3790250853644557,0.9538619443739628,0.4408713828976667,-0.24580945817814404,-0.4274429898677703
J16POG-a,Mr. Robert Feuillus,1.149716882,0.35479249203651003,POG,178,16,20,1.21,2.5,2,670,4.6,0.398062172,NA,0.5788762163025996,31.6704,47.2253,22.51503195,0.02101779,1763.44829,0.00689606,0.149690855,10195.49752,938.0228428616772,5.013257871020585,-0.21610190676373311,21.29040442698023,1.2526992618971724,10.36064966513991,-22.653699135379874,0.20716670331458206,0.8390287346355458,0.9066651938082927,0.39509699002644305,-0.08816108671797958,0.3320791336867869
J16PRS-b,Mr. Robert Feuillus,0.13662012799999984,0.07978145931821733,PRS,178,32,22,2.46,3.02,1.06,231,1.6,0.550955414,NA,-0.7983362995625058,12.11682927,47.9318,12.36634045,0.027432913,621.0261678,0.005630209,0.120012947,5044.555751,-4019.744002138323,-11.197268444979414,0.05949761223626683,-7.999132073019775,0.11089926189717186,-1.632484575860088,-86.26022758537988,0.23973683331458215,0.8557870846355458,0.9969211659129078,0.3239648467716416,-0.11289872237296074,-0.14893241030238014
J16QUR-c,Mr. Robert Feuillus,0.7307711299999999,0.5199448114812993,QUR,178,16,25,2.75,2.88,1.12,407,3.1,0.610902256,NA,1.1699532116243432,52.2305,49.5888,12.75300418,0.031919714,1900.48488,0.040660808,0.12517881,43748.95719,872.153091861677,-5.558170698979415,0.0623179292362669,4.01213828698023,-0.04130073810282782,-1.9653305018600882,246.7352430546201,-0.4597669996854179,-0.6845953053644556,1.112886684591445,0.8028760525823909,0.15921800887320592,-0.9560694095590798
J16TIA-a,Mr. Robert Feuillus,0.5083069020000004,0.10569743058648129,TIA,178,23,35,3.98,2.88,1.26,617,4.6,0.297560976,NA,0.5687400240475279,38.26827586,46.8366,21.3670743,0.022426289,2171.443795,0.009221204,0.221526764,7730.11568,-2566.7575261383236,-10.086742128979417,-0.2676225457637332,-17.26621600301977,0.505999261897172,0.41748117313991184,9.614472954620123,0.13505168231458206,-1.9054513953644536,0.9764034607215556,0.3610922982429746,-0.18265727028484868,-0.0803952683274051
J16TIA-b,Mr. Robert Feuillus,1.155117946,14.971497423139688,TIA,178,8,35,3.98,2.88,1.26,303,1.9,NA,NA,0.13123227038639299,114.1727273,44.8839,25.80580129,0.026670111,836.5645408,0.018260601,0.168387427,3625.157632,-3881.2941451383235,12.013257871020585,-0.24470053076373313,-9.350307783019774,0.6402992618971721,0.19106905313991188,-67.14345472537987,0.0961923453145821,-0.41401302536445633,0.9691685680124132,0.4025041632490046,-0.20648297429152795,-0.5381151969624802
J16ULA-c,Mr. Robert Feuillus,0.12807601799999996,0.2957598054386711,ULA,178,13,35,3.14,2.92,2.46,194,1.6,0.566885965,NA,1.546883269439024,20.73692308,41.7865,16.91193401,0.043939801,302.2447202,0.123462893,0.249720989,20281.47928,-4510.944733338323,-11.153408795979416,0.10741749323626683,-8.136903953019774,0.45989926189717206,-1.619766632860088,221.8543994546201,-0.679214544685418,-0.8218484953644547,0.7680876167891229,0.90348327987106,-0.2452330323039631,-1.3122710122102792
J17ACR10,Mme Boucher,0.7314195819999995,0.08665528056556698,ACR,214,39,25,3.44,1.84,3.08,680,4.8,NA,NA,0.3365583604963137,35.89695652,51.7684,13.21106008,0.033525941,377.7666706,0.007019684,0.067728055,6967.912358,6175.226453177409,-6.576302032799431,0.07366928236708058,-13.201733376489688,0.4960291684641696,-0.3693209388571148,-48.19789873109324,-0.09869447218789912,-0.9417413158006701,0.618905984387167,0.4679030284021947,2.4695863328195355,-0.4022282217866926
J17ACR11,Mme Boucher,1.4654756480000004,0.15327755600230905,ACR,194,25,25,3.44,1.84,3.08,517,3.7,0.542378674,43.7605,0.6273230711130172,29.78483871,49.2788,15.14435088,0.016888002,862.9270524,0.011639383,0.100645453,8494.084443,-1839.6290099979979,-15.7807552836772,-0.05817103903892702,-23.365713283450845,-0.4931096685174955,0.25148886680790006,-49.385938110141375,0.10781570442459053,0.6302162233305619,0.3068320161815857,0.1484904149873873,1.1088069254681008,0.4978042465984206
J17ACSA30,Mme Boucher,0.8569166859999996,0.05775925487386029,ACSA,194,38,35,4.76,2.88,3.37,895,5.2,NA,54.8548,-0.9504856850057872,36.60323529,48.0312,16.23715279,0.030041004,500.6034726,0.00992836,0.065678966,5615.495093,15781.385753002001,-14.1330280106772,0.18833040396107298,-19.415291293450846,-0.7085096685174959,0.45358413780789975,-71.22802525014136,0.13898443542459046,-1.2422622566694397,0.2402870057060047,0.34868919390136427,1.0525963436640184,-0.02657751667264177
J17BEA14,Mme Boucher,0.4818200960000002,0.10304975193434848,BEA,194,28,25,3.17,3,2,449,3.1,0.627045075,64.90445,2.765574736101346,23.50708333,48.2354,12.18918557,0.021073553,1745.054558,0.006067412,0.156305186,2149.928851,-1147.3380279979979,7.491971989322801,0.05276399496107302,-13.720812153450849,-0.046709668517495834,-0.5898365871921001,-9.340015580141362,0.21372399442459042,-1.4243060166694388,-2.684034964007737,1.7980682873790457,1.23477030380632,1.8160370687616723
J17BEPO13,Mme Boucher,0.035851869999999994,9.58268397655214,BEPO,214,8,15,1.5,2.34,1,314,2.3,0.413978495,38.59233333,0.43154204562688603,17.5153125,51.2523,18.05083285,0.014198678,1454.519366,0.00365173,0.140112525,6277.444354,237.7061771774085,-10.909635362799431,-0.14249029563291937,-3.647433446489689,0.7008291684641696,5.631704756142884,1.4908660589067724,0.13809885681210093,0.7623834441993326,0.9686422753075867,0.25834753199051813,-0.0334391340335254,-0.09994702259586576
J17BEPO14,Mme Boucher,0.051506922,0.1270131627293227,BEPO,194,31,15,1.5,2.34,1,323,2,0.49149081,48.003575,0.7761807470915814,9.668888889,51.6132,18.44948487,0.016640429,344.3943658,0.002580828,0.057890232,5575.772459,-3663.807324797998,-4.591361340677198,-0.01583733303892705,0.43064751654915323,0.5839903314825041,-1.4166524121921,-79.19537454014136,0.10579157142459049,-1.455882176669439,0.400287759240417,-0.01633547106327437,0.24597233228591087,0.39600839174530605
J17CAC17,Mme Boucher,3.07295875,0.6805257696738031,CAC,194,23,25,2.07,4,2.5,580,3.2,0.381031614,62.752,1.0749441495629368,292.075,45.5871,10.54999743,0.042274181,452.380197,0.45552185,0.204906102,33384.61331,1311.296071002002,-2.7580280106772,0.19013817996107302,-8.918361903450847,0.10319033148250431,0.41185254180789976,366.1135052498586,-0.7272227775754095,0.79949151333056,0.6747166340421672,-0.022349643772842116,0.8154816520113118,0.6796845254806382
J17FAG23,Mme Boucher,1.269671726,0.14304375026863222,FAG,214,50,25,4.75,1.5,1.5,464,3.5,NA,72.02693333,0.604869066895721,51.47615385,49.4946,8.167120657,0.016384515,498.3666087,0.005659076,0.087614588,5877.511039,233.72048217740866,-19.33820679179943,0.10867963936708057,-36.98106999648968,0.10182916846416956,2.012504007142885,-47.20826138109323,0.10254182681210094,-2.0549825058006705,0.9621598720804228,0.14230027436342163,0.17059629803840923,-1.6591556908526277
J17POB7,Mme Boucher,2.304288344,-71.1413542777183,POB,214,5,25,1.27,1.77,2.63,345,3.2,0.51440718,0,1.2797542835872873,82.94,49.3957,17.77807031,0.024258564,816.8639109,0.006979686,0.106003808,5186.877531,-1366.8768188225915,72.09036463720058,-0.17302239963291938,20.772322803510317,0.3386291684641697,5.309020330142885,-28.619104641093234,0.07302664981210089,-0.12972005580066848,1.098146178860763,0.17933796652341683,0.7759994968801305,-0.09705854025433659
J17POD7,Mme Boucher,2.87804099,19.371723291491868,POD,214,9,30,1.7,1.57,3.03,410,2.9,NA,0,0.14127992811025156,55.64,46.4621,12.46766472,0.019815829,3454.550137,0.009884396,0.23674265,13550.89957,-641.8112208225914,72.09036463720058,-0.12435538463291941,17.30042140351031,0.18472916846416954,1.9777286931428848,147.83300786890678,-0.0493802461878991,0.3489850841993304,0.6741531101465479,0.6212402847791838,1.0269120608563924,-0.3948799748384745
J17POT14,Mme Boucher,0.8016280459999999,2.778224961760969,POT,194,10,25,1.21,1.77,1.77,403,2.4,0.530654659,54.9505,0.5297612335181268,16.55414286,51.8212,14.88474512,0.026195473,1067.233215,0.008076787,0.124774488,6658.697372,13.990702002002365,10.4919719893228,-0.12844455703892704,16.890668056549156,0.29859033148250413,0.44856173580789993,-42.22883446014138,0.17949476842459042,1.4913345433305611,0.32202624898863164,0.045432882673459914,0.7103854150947315,0.8903304036304882
J17POT15,Mme Boucher,0.30534807999999997,1.0479158801830466,POT,194,10,25,1.21,1.77,1.77,331,2.5,0.451565558,41.03324,0.8667838417968149,10.62272727,48.7445,18.0882573,0.018376199,697.1188044,0.00238632,0.108237606,6199.15348,-1265.818092997998,-11.8830280106772,-0.18355987003892704,7.993435626549152,-0.18000966851749559,-0.3580022331921,-61.80721204014137,0.17605864742459051,-0.15825728666944092,0.3055458920721615,0.11709663332729595,0.6030050364852079,0.7671284253104748
J17PRS13,Mme Boucher,0.12870551399999997,0.054817950200222905,PRS,194,33,22,2.46,3.02,1.06,222,1.7,0.415533088,56.979,1.1061680298974643,18.6862069,47.1147,17.84014685,0.035627616,963.7924396,0.005712559,0.18410457,4513.046337,-3391.230129097998,-13.0080280106772,0.03150161296107294,-16.59640630345085,-0.38850966851749547,0.6730690058078999,-48.91867426014137,0.20200547542459044,0.6616391133305601,0.44658767762737606,0.11768802459826447,0.855020362168266,0.6322933746709009
J17QUR25,Mme Boucher,0.27759368,0.6383237728711302,QUR,194,13,25,2.75,2.88,1.12,262,1.7,NA,75.4216,-2.2945191638538525,45.77714286,44.745,10.9232699,0.053401346,471.2393493,0.046323343,0.063018283,31800.69843,-105.75793899799777,-9.9580280106772,0.09061162296107297,0.1795294165491539,-0.4326096685174957,2.0466340068079,23.058978149858625,-0.5802363005754095,-0.22551802666943918,0.7359757057828438,-0.022321090332742727,1.4103206360774336,0.9214363066920773
J17TIA23,Mme Boucher,0.36330186400000003,0.4809114849418391,TIA,194,11,35,3.98,2.88,1.26,261,2,0.428717949,68.4212,1.301973588005722,43.09315789,45.8642,20.65311213,0.036429285,1186.595141,0.012894594,0.133818112,5307.259933,-3419.303357797998,-7.3651708706772,-0.31281885703892703,-21.720626263450846,0.45799033148250434,2.5283360058079003,-33.803498300141364,0.1491936544245905,-0.7051761566694399,0.40284268560812475,0.40749998745056354,0.9000809598714234,-0.0905013633551023
J17ULA14,Mme Boucher,0.12575677600000007,0.06688474605696641,ULA,194,34,35,3.14,2.92,2.46,362,2.7,0.46974847,74.6035,0.9882761752612852,19.7672,45.5405,18.88553522,0.049898005,248.3889285,0.061462314999999997,0.142076897,6604.169964,-1295.6999309979979,-14.2139103636772,0.031446269961072956,-18.888865023450844,0.3043903314825044,3.7886992578079,-1.7839853901413756,-0.6467176445754095,-0.43649748666944,0.4472268319734281,0.47070445020508916,0.8821863494672392,-0.46126044602197835
J17ULA15,Mme Boucher,0.22634213000000009,0.08803135961328137,ULA,194,27,35,3.14,2.92,2.46,443,3.1,0.672553796,71.94524,-1.6606643964629746,18.06606061,42.7684,20.32632386,0.046466125,972.8360071,0.024899557,0.145727619,9628.050576,-343.978948997998,-15.0080280106772,0.10668885496107297,-18.328539283450848,-0.32440966851749564,1.3265201578079002,157.93470674985863,-0.5839674015754095,-0.4601638666694381,0.26895207646626523,0.3972375924967452,1.3840037074914746,0.18879531160529667
J18BEPO15,Cabosse d'Or,0.19091422600000002,66.11732016112292,BEPO,201,7,15,1.5,2.34,1,435,2.9,NA,44.26966667,2.0216889765711525,7.833650794,50.2095,20.2414485,0.016901424,1577.214676,0.00470319,0.182108673,7119.431634,-2074.6430159366055,-2.715257253919982,-0.05173149234682435,29.315053291985556,0.37064892442608705,0.2371022954751448,-5.085390158474523,0.14274114641021912,1.8265549346346308,1.5597652637204584,-0.39716545251649565,-0.7968305614994646,1.6369047521553457
J18POD8,Cabosse d'Or,5.597296265999999,1.2596618948616156,POD,201,14,30,1.7,1.57,3.03,500,4,NA,55.4734,1.7638142580073013,20.97878049,44.6631,14.9660505,0.018683521,2765.150525,0.007699249,0.180832055,14880.28227,-2566.5886779366056,19.95140941608002,-0.17890839434682437,44.13057871198556,-0.21175107557391276,1.5094688194751449,74.28537569152549,0.05587499541021916,1.0366150546346322,1.3755791239137138,-0.08196311659005616,-0.11312617135310897,1.922132137879333
J18POD9,Cabosse d'Or,1.395009964,342.13301265821735,POD,201,9,30,1.7,1.57,3.03,253,1.7,0.473866667,0,2.3770956733643493,29.415,46.7352,13.28352151,0.016403419,2963.472685,0.005440301,0.187147156,12887.37985,-2399.171902936606,74.95140941608001,-0.09635627034682433,52.06325041198556,-0.6893510755739128,4.863618828475145,82.03718569152547,0.07599850641021916,1.7787813446346323,1.3518368990644882,-0.40531501535705744,-1.075169316206099,2.9932650730076604
J18POT17,Cabosse d'Or,4.016364751999999,9.980196009499261,POT,201,9,25,1.21,1.77,1.77,673,5.2,0.489290495,0,1.4232904848322505,25.193,50.71528769,16.40493393,0.017481063,2937.020312,0.002353618,0.220834075,9018.586047,968.2483490633945,74.95140941608001,-0.14707488834682436,43.75224221198555,-0.3544510755739128,0.9319776884751446,73.26103409152547,0.11474225141021915,0.7817088946346313,1.5222828632449554,-0.15425012338261007,-0.2449154598608263,0.7795407949847325
J19POB10,Spa,0.21338140800000005,0.2915022035951232,POB,212,14,25,1.27,1.77,2.63,324,2.6,NA,67.262075,1.6502499027952318,29.56222222,50.4218,12.08234448,0.021476511,1027.78596,0.010124207,0.121760577,6828.094684,-862.2353598401319,-7.719474627587206,-0.12432597897352013,11.208640954814195,-0.25994471523399687,5.576253473809387,-20.915754402998047,0.10479751967334991,-1.7989543118875462,0.24727044597290393,0.6477663858061017,1.8364928334336788,0.993760559039251
J19POB9,Spa,0.7646813719999997,0.2030083803922363,POB,212,17,25,1.27,1.77,2.63,555,4.2,NA,51.165,1.1179639806895554,49.59583333,49.0281,14.42093506,0.032297494,694.5706554,0.008318608,0.128553986,5094.547356,-462.4796558401321,-0.9694746275872077,-0.1653961589735201,17.134478994814195,0.029355284766003027,3.1013748418093865,-35.84985354299805,0.03296428867334985,-0.8194885218875436,0.30461446349291843,0.6389515400335245,1.9772203109342201,1.3355304369543284
J19POT19,Spa,2.50867652,4.100617431036759,POT,212,9,25,1.21,1.77,1.77,625,6.8,NA,67.070575,1.4381343469113275,13.97976744,50.4391,19.02353801,0.02475873,1250.369564,0.006294894,0.162468892,6995.427916,6439.430917159869,-13.469474627587207,-0.12050246997352018,14.793103764814198,0.8741552847660031,6.080618125809386,-5.759206462998052,0.06358603867334986,0.939193728112456,-0.23825660616890526,0.07062998305095525,1.5470830837697536,1.9850108533498287
J1ACR17,Research Center,4.474906129999999,0.688207074050361,ACR,199,19,25,3.44,1.84,3.08,588,3.7,0.65204236,43.8495,0.5375556433830246,30.97844444,49.68676197,9.915348176,0.015050701,529.046519,0.017124592,0.069572215,7714.142427,18.012256045853604,-12.052874288707757,-0.007306764687425167,26.418763523289446,-0.40812495927207926,-0.685047891858354,-61.45258183037934,0.06584693627146805,0.11797924854775252,1.025058624036082,0.22552557032172568,0.17646840245913256,0.9117630952521171
J1ACSA2,Research Center,1.1888568240000001,0.30576906082412214,ACSA,173,31,35,4.76,2.88,3.37,355.2718696,3.2,0.591411565,NA,-0.21143819432485658,65.719,47.4571,10.95241808,0.022099958,740.3998033,0.014789978,0.091005503,9150.461016,-622.3104881821741,-3.086340290948857,0.16990042388476495,17.712571090239937,-0.8615854473482442,-2.7411713391938344,-70.1878978451419,-0.023978448532295447,0.6958389194183517,0.522242339322333,-0.25833900670892573,-0.2820587209542176,1.0696958376676275
J1AMSP19,Research Center,0.4496426479999999,0.32272178134944357,AMSP,218,15,12,NA,NA,NA,457,3.6,NA,68.34426,-5.627607807418056,12.2944,49.1157,17.29027035,0.020135374,931.1579034,0.004358559,0.147447247,5961.696008,6455.110707212491,-16.206623503223874,0.22248582404828213,-16.524609759097462,0.32597693586050286,0.9564310798098822,-20.1988062672836,0.11496362708960298,-0.8002264636269127,1.1332616918790623,0.6215788830086411,1.0679141506328416,0.7495746265731995
J1AMSP20,Research Center,0.31184815200000005,0.23011432781682367,AMSP,218,23,12,NA,NA,NA,238,1.7,0.846886551,63.79336,-0.02065566214057911,12.6,48.2173,10.72142194,0.01582692,1569.017,0.004217215,0.217542696,6622.476917,-774.15086078751,-17.664956833223876,0.25776070904828213,8.698054520902541,0.05287693586050251,1.4633139288098824,18.122665252716402,0.06109628208960296,-1.7745757536269156,1.3564090484373612,0.2318888310602016,-0.2813611400244283,0.4594158273958117
J1BEPA2,Research Center,2.0477110240000003,0.41298145889420634,BEPA,197,18,25,1.54,2.02,1.25,538.7859512,3.9,0.471508044,58.4398,-3.8403758733165825,13.0575,48.3916,10.39469356,0.020946026,2407.848976,0.00495564,0.188178435,3908.344741,962.7633250283134,-10.501602443495534,-0.10048104302802584,26.180360304593325,-0.6261988429702458,-3.0264929981918525,28.865151467715844,0.20090873513271706,1.6075513024608774,1.1411065876313695,-0.08051305608941152,0.6118136284472449,1.6766865755386422
J1BEPO1,Research Center,0.191949594,6.362440617241227,BEPO,199,9,15,1.5,2.34,1,499.5528159,3.8,0.460239445,40.004,0.19931481377434165,18.1248,49.97481598,15.78966381,0.019001546,1054.668742,0.005220447,0.102962832,6909.398779,-1254.2339319541463,6.791570151292241,-0.10446460268742518,16.272557903289442,-0.22852495927207944,-2.1462185648583536,-36.75105946037934,0.16486522627146807,0.7303945685477528,1.2253981105544178,-0.2521598879539846,-0.6162130818674548,1.1565995363024382
