SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Soil.Fertility,Light,Temperature,pH,Slope,Estem,Branching.Distance,Stem.Wood.Density,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C
J12OSV23,South East Hill,0.21705078999999997,0.4414074010886739,OSV,214,17,12,4.58,3.25,1.07,306,1.2,0.654953636,66.89305,-0.78517857623042,-0.8887606529538605,1.235391099433228,1.8281479863757197,1.8305756863887077,4006.367603,7.433333333,0.684597156,13.73934426,28.99415344,46.0314,2.2327,13.57853598,-1.747870312,0.025291141,56.04833807,1075.156402,0.005498073,0.130204208,3958.112769,0.976965024,-32.11829193
J12TIA16,South East Hill,NA,NA,TIA,214,13,35,3.98,2.88,1.26,283,1.8,0.549439348,68.6518,-1.0824133655965054,-1.356276800905148,-0.12879895778488956,0.0241878488620192,0.13758717846856217,944.4841736,16,0.341689373,71.30625,30.01139451,45.0537,3.8385,25.48766103,-1.205208845,0.03128585,78.24738387,1122.57166,0.009986578,0.174666691,6012.0020270000005,0.73065836,-29.97691383
J13ACSA24,Chemin des Lots I,0.648940012,0.14767183583582616,ACSA,201,28,35,4.76,2.88,3.37,500,3.6,0.5408243386,40.553,-1.5239571003390817,1.1340670773558124,-0.9674934448387102,-1.7917731819683587,0.7833313352983493,5585.364453,15.28571429,0.711910472,61.291,35.92697133,48.86651541,3.2564,11.56210048,-1.474483395,0.03625565,27.11491109,465.6328105,0.013038624,0.076618603,4796.778911,0.874591999,-31.44696838
J13ACSP7,Chemin des Lots I,1.0540824819999999,0.38228398368939337,ACSP,201,15,5,3.31,2,2,538,3.6,0.634677944,49.6345,-2.151883139792271,1.4326448163314833,-1.089757744094065,-0.7907731648626689,0.1822240300849183,4123.382665,11.66666667,0.603115385,32.53529412,30.10305551,48.31938964,2.8408,20.36875688,-1.763466263,0.015390751,56.06808741,783.8481612,0.00835941,0.108019929,6514.697841,0.712010359,-30.39402229
J13ACSP8,Chemin des Lots I,0.35472629799999994,0.2518564330701522,ACSP,201,12,5,3.31,2,2,522,4,0.622037422,48.064,-2.323209266738216,1.8925344745459738,-0.2654387438271009,0.7303389625619916,0.525239164440431,5230.819322,21,0.548335604,34.16666667,24.02439024,48.7557,2.6311,18.72190079,-2.882875519,0.022985235,37.26393125,628.6783712,0.004501377,0.075093551,5925.892762,0.859231043,-31.60252937
J13FAG20,Chemin des Lots I,0.25256802600000017,0.046830065104464476,FAG,201,43,25,4.75,1.5,1.5,777,4.7,0.6503779104,71.54691667,-1.8302620965489529,1.7723827560820606,0.26765842375956433,0.3588273386730801,0.11077334091350356,13471.34555,10.71428571,0.727398031,37.70390244,25.07342191,46.1461,2.8689,9.4456574,-0.960306582,0.011603275,64.38250163,1218.153371,0.009217378,0.187226247,5654.656433,0.963616513,-31.12585052
J13FRA24,Chemin des Lots I,0.271635492,0.23727648225682768,FRA,201,20,30,2.46,2.38,2.59,499,3.3,0.5020326556,72.955,-2.0405985196349983,1.5825440711589518,-0.6847198292125047,-1.4295943580800023,-0.13600251756869336,15432.06759,30,0.68173913,106.242,24.75480507,48.8111,3.0857,11.92744699,-2.285015879,0.030124979,518.068952,90.72661054,0.472520937,0.277465724,27605.34615,0.008919022,-32.89266953
J13OSV26,Chemin des Lots I,0.33696973999999996,0.08198482542982362,OSV,201,27,12,4.58,3.25,1.07,642,5.7,0.6618427358,65.0699625,-3.588568020189924,2.334675848016047,-0.45501498710893007,0.6834274334774111,-1.1701013496302428,6833.020309,8.071428571,0.784013051,17.17127273,28.27131996,45.073,2.4086,9.306032938,-2.535994158,0.038557095,48.90520194,950.3364398,0.009026074,0.082198403,8119.236076,0.989674626,-31.92011078
J13PRS12,Chemin des Lots I,0.09761905599999991,0.07119096384350099,PRS,201,26,22,2.46,3.02,1.06,481,2.8,0.4971723474,57.14171429,-1.9947711825442747,1.4833813904407087,-0.8447900528149775,-1.5121937288005405,0.00819048340639901,4978.127227,10.28,0.712712934,11.2671831,31.22617098,46.246,3.0374,12.5725813,-1.907054949,0.030264719,29.48211646,564.2210024,0.008836523,0.108489795,4680.952465,0.974676961,-30.63553963
J13PRV11,Chemin des Lots I,0.20240594400000003,0.35211821374353336,PRV,201,15,9,2.59,2.88,1.11,237,1.8,0.5569762638,49.7331,-3.0369259189454265,1.869411634525534,-0.8583750308747803,-0.2271732645814855,-0.24850103732852538,2094.310913,7.3,0.682317979,9.06952381,36.01806154,44.0291,2.6569,9.695411652,-2.52251895,0.035311281,42.25643332,776.8771439,0.005708689,0.14080954,4649.980335,0.936331463,-30.93036636
J13QUR22,Chemin des Lots I,0.750130132,0.1426692356134417,QUR,201,26,25,2.75,2.88,1.12,557,3.3,0.6731999414,75.8495,0.22007674819892323,0.4380083174129055,-0.25045316532103906,-0.5540890252174511,2.176911285271368,7235.679205,18,0.756962025,46.98538462,49.78634927,46.2621,2.6071,12.53450985,-1.891700821,0.028479907,349.329601,789.0539619,0.094902196,0.17333835,28332.25223,0.115038028,-31.17487129
J13TIA19,Chemin des Lots I,1.7038379059999997,0.24456632635417738,TIA,201,21,35,3.98,2.88,1.26,405,2.3,0.3700354732,61.748,-3.1060638737458848,1.8741008846174956,-0.8772670279017529,0.47502009472747764,0.045995362953279384,722.8055419,13.28571429,0.40144005,55.43,25.37735282,45.34640112,3.9354,20.19515274,-1.240915918,0.02690251,72.04761818,1156.327146,0.008758971,0.216759965,4656.409209,0.817393544,-31.7821067
J13ULA10,Chemin des Lots I,0.13069728400000002,0.10963189098676109,ULA,201,39,35,3.14,2.92,2.46,242,2,0.6177125404,74.12768333,-1.839671156658653,1.3270853568223018,-0.9102035003877341,-1.955860895062733,0.3401244816484554,1027.469055,11.4,0.747298852,25.82230769,30.22133516,46.65590721,3.4313,17.64163555,-3.304104471,0.037659678,293.100871,1056.844286,0.049690071,0.185189755,10663.90478,0.183638613,-31.7619384
J14ACP15,Chemin des Lots II,0.3445078800000001,0.3493280684575156,ACP,173,16,10,3.56,2,1,395,2.9,0.5737150371999999,46.74605,-2.5297751771286587,2.2007548039948515,0.07881699867200462,1.1887771692958489,-0.3259244873153603,5115.83267,12.375,0.525641026,110.2985714,31.49244259,47.1443,2.553,12.64964795,-3.149855156,0.015921621,41.73657478,456.4228012,0.022339946,0.101027259,7827.635766,0.55695568,-29.22108711
J14ACP16,Chemin des Lots II,0.5115592380000002,0.0868999188579269,ACP,186,36,10,3.56,2,1,695,5.35,0.560836502,53.2196,-0.8757892890928691,1.5061108783639892,0.32199696890158785,-0.6862996675095682,1.2590320490913407,8926.127287,17.5,0.562378378,65.53,22.77158892,47.6154,2.9562,23.62264499,-4.70964138,0.015967414,38.41574794,616.414094,0.006430651,0.094963642,6687.088693,0.817209444,-31.61735474
J14ACSA27,Chemin des Lots II,0.6854439280000001,0.1452690449178964,ACSA,173,29,35,4.76,2.88,3.37,626,4.5,0.5891048492000001,60.206094,-1.3976795006735316,1.857204069384898,0.21233640422960792,-0.807143817748959,0.19646837521094396,12305.08805,18.375,0.731198502,61.759,41.88323429,48.9605,2.6059,10.1252913,-2.20423748,0.030369903,63.39940159,1004.164705,0.017727042,0.11784226,5520.495455,0.806658852,-30.94949005
J14ACSP11,Chemin des Lots II,0.535582328,1.4831948283160816,ACSP,186,18,5,3.31,2,2,240,1.7,0.554302671,53.1563,-1.885390883912974,1.4949477099625166,-0.3928795407515359,-0.17805009255727716,-0.2312698325819267,1328.629257,5.416666667,0.527552674,51.9695,21.05080865,47.999,2.3429,16.977786300000002,-0.510643406,0.023275164,36.84737833,565.8915918,0.014584498,0.081300479,6318.334843,0.782162081,-29.96210991
J14BEA10,Chemin des Lots II,1.594323432,1.0374334378379315,BEA,186,15,25,3.17,3,2,397,3.8,0.48951512540000003,56.99505,-0.9862610877482175,1.6554193337878047,0.7795235787773652,-0.8598595694175164,-0.9305492167190793,2436.466273,31.75,0.542118227,25.3846875,33.82944935,46.8912,2.5797,12.17261915,0.348980682,0.022987145,58.51915718,1121.486081,0.005775666,0.114812476,5319.273125,0.976036222,-32.61167465
J14BEA12,Chemin des Lots II,3.5345933379999996,0.8325737043411207,BEA,186,15,25,3.17,3,2,576,4.5,0.569476457,52.6683,-1.4737458669281187,1.6866818441995652,0.43957895185095713,0.6999844967467826,1.5355370290402737,5265.439736,56,0.604954804,38.40714286,41.65891761,47.8637,3.167,12.77897573,-0.95741643,0.028969021,48.49147015,925.7118071,0.002828762,0.120875905,6692.063989,0.972255843,-31.66028641
J14FAG22,Chemin des Lots II,0.19284309200000002,0.08006814604114318,FAG,173,26,25,4.75,1.5,1.5,569,5.2,0.633128834,78.378795,-1.8617218431919005,2.137226638869719,0.7448877078084973,0.055765477905496214,0.6489967733469343,7410.661838,13.2,0.742162162,48.657,29.28663913,45.8051,2.3655,8.688874274,-1.581229229,0.022555163,42.33630965,782.885889,0.006677267,0.122124329,5375.534918,0.941793256,-31.60340752
J14FRA27,Chemin des Lots II,NA,NA,FRA,173,22.6,30,2.46,2.38,2.59,340,2.5,0.517196626,20.445325,-0.9573059328760963,1.11544015581093,-0.09035612983023694,-0.1588172858607684,1.415520988284418,6655.821274,100,0.734438776,285.182,39.10485234,46.9137,3.0011,12.81503514,2.341025786,0.029941251,880.6318741,2528.090806,0.071957509,0.25628903200000003,42811.30104,0.146207072,-31.66304718
J14OSV27,Chemin des Lots II,1.092638778,0.2737930070292753,OSV,173,25,12,4.58,3.25,1.07,518,4.1,0.573090541,77.748428334,-2.0697739969426614,2.292518894302257,0.5781041314703836,-0.13895871622355993,-0.05636352351436779,6839.481774,14.6,0.853659359,22.451,30.86722195,46.0457,2.9992,8.423556649,0.305232357,0.021213079,60.51088723,1155.637431,0.003617919,0.124395015,2977.570123,0.97265358,-31.37116493
J14QUR23,Chemin des Lots II,1.773511402,0.8590314178945313,QUR,173,15,25,2.75,2.88,1.12,645,4.1,0.499397227,56.97829,-1.3586390458785842,1.3537420493708523,0.5925463594625133,-0.047380710867686415,-0.332882775635835,15853.69541,16.8,0.609008043,62.09076923,43.91007375,49.6112,3.2209,15.87642718,1.873812156,0.04016154,443.5874191,3774.238038,0.050708024,0.177622304,27460.06187,0.433331417,-31.30403648
J14SOA11,Chemin des Lots II,0.225979898,0.1848780288927696,SOA,186,18,10,2.59,1.77,1.27,434,3.6,0.640806353,27.6195,-0.6612596445536921,1.3931860868673196,0.28380250630254805,-1.0976791560378838,1.4439510551282517,7184.795334,15,0.59560171,38.39083333,31.82183247,46.0685,2.4771,11.34375284,-3.527033577,0.053099225,43.448971914,786.88435282,0.004507515,0.0925596786,9054.248856,0.904732964,-32.12329758
J14TIA20,Chemin des Lots II,0.2427551460000001,0.41925265609843404,TIA,173,11,35,3.98,2.88,1.26,263,1.9,0.389696169,56.563541666,-2.304789322841267,1.9143057586425445,-0.014659924945520268,0.6730495955037781,0.48655232220147326,1116.221958,20.8,0.388550548,103.2092308,22.21029723,46.5035,3.5105,23.55205352,-0.131606464,0.025976123,54.06215394,866.7786641,0.014731814,0.152141014,6147.623912,0.816554126,-30.8
J14TIA21,Chemin des Lots II,0.41844792799999997,0.30456580762320656,TIA,186,17,35,3.98,2.88,1.26,411,3.1,0.42369147420000003,73.7797,-2.366693735120586,2.130373416982438,1.0108094290329601,0.6758235103146907,0.5101852069823032,2517.253928,11.83333333,0.334430489,83.006923080000007,26.85596197,41.7506,3.3212,19.54090899,-0.794844074,0.041236079,71.48508607,1131.751286,0.018184322,0.166712234,4647.517459,0.806316714,-31.68472038
J14ULA11,Chemin des Lots II,0.7741391759999999,0.09199529076276138,ULA,186,55,35,3.14,2.92,2.46,536,5,0.692078133,65.98975,-1.5125298829543123,1.5458568377270823,-0.11032007841952982,-0.04056263489649241,0.12829580630975398,4632.108163,17.4,0.710278373,37.10619048,39.37220076,46.1895,3.6739,16.09375014,1.254907496,0.036292536,161.2349859,1288.438439,0.017626149,0.100413672,12948.28607,0.406981342,-31.5721199
