SampleID,BAI_GR,BIO_GR,Height.DBH.Ratio,Estem,Branching.Distance,Twig.Diameter,Twig.Wood.Density,Stem.Wood.Density,Leaf.Mass.Fraction,Leaf.Area,LMA,LCC,LNC,LPC,d15N,t.b2,Ks,Ktwig,Huber.Value,X.Lum,VD,X.Sapwood,d13C,Root.Wood.Density,Twig.branching.angle,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Soil.Fertility,Light,Temperature,pH,Slope
J11FAG17,1.478615598,0.3553640385717968,133.3333333,3854.560391,14.125,4.995,0.604120802,0.720942623,0.55304457,55.015,22.77787876,47.6881,2.9169,13.46337806,0.528578176,0.017021405,58.93334037,1087.772139,0.006789977,0.135523456,7488.630832,0.940041406,-31.37796219,0.5670200954,64.54868,25,4.75,1.5,1.5,0.06175891754013065,-0.9382989232939247,1.3038037199907149,0.6735230075723352,-0.8600557107389225
J11POG7,2.2193540560000002,1.0194979008563356,183.6111111,9105.990621,13,5.975,0.42548901,0.459617321,1.924449825,21.70577778,70.02743765,41.7582,2.6071,16.08503237,-1.003921733,0.020076068,115.3446276,2097.167708,0.009187247,0.178355564,4265.953521,0.925989156,-29.59481819,0.6106040024,59.63975,20,1.21,2.5,2,0.16328732513332708,-1.2364832679691782,0.9824025877292928,0.38520710997183394,0.3078927231401552
J11POT11,1.210008268,0.44240663003217323,172.4242424,6964.813515,11,5.725,0.51439097,0.576455696,1.713235294,14.926,80.27937827,48.858,2.8376,12.35296523,-2.135547237,0.002756092,41.28901846,788.8702071,0.006445975,0.111422965,4849.766496,0.973063329,-29.3259581,0.6290992994,74.54733333,25,1.21,1.77,1.77,0.42565810831828205,-1.4667785741492756,0.7349528243243139,0.5957192150981572,-0.614456021705047
J11POT12,0.436597538,0.8494707223124474,203.4482759,2415.764735,34.66666667,4.825,0.481869814,0.575501584,2.233322991,18.02212121,91.97450944,44.3039,2.4126,13.35560988,-2.565268593,0.034433242,30.55874422,587.167744,0.004987544,0.108851534,5521.064277,0.978581038,-28.29275307,0.598770587,72.052,25,1.21,1.77,1.77,0.6017381889573449,-1.5650397674890573,0.4264491509121948,0.6403681481485229,-1.2778066402823565
J11PRP7,1.6012616080000002,0.1718307980529287,80.48780488,595.1691173,8.6,5.225,0.572200906,0.664526803,1.445506692,14.4791453,47.96170147,45.42804262,2.8632,16.47467355,-2.955379629,0.025087238,148.0309983,2808.094636,0.014480761,0.206149778,9343.967919,0.966115794,-29.22596962,0.5566487124,60.16791667,12,2.942,2.344,1.048,0.23162394440081566,-1.2034138524478228,0.9291475574599599,0.6475258559428042,-1.112979256769794
J11PRP8,0.6012083519999999,0.36368507879736733,177.5,6540.187445,8.357142857,4.105,0.580983392,0.641814059,1.761680778,15.33710526,49.24417906,49.55314892,2.5625,16.78842288,-3.216383123,0.025603627,71.29450175,1326.322214,0.008033904,0.133211509,8351.240621,0.947464868,-30.58699638,0.5217224014,50.7753,12,1.8639999999999999,2.092,1.18,0.4623529956169144,-1.2234618536416606,1.1215049697147317,0.4459180348092068,-1.3440317512696893
J11QUR19,1.3599939300000001,0.5667641539179867,173.2258065,8602.652067,31.5,7.135,0.575751802,0.791509677,1.030364099,93.28166667,52.99362147,47.3582,2.7166,11.4558948,1.197930219,0.036340788,281.2747697,1198.120273,0.067141326,0.109601455,42423.96939,0.216940057,-29.63957771,0.6440455546,7.538,25,2.75,2.88,1.12,-0.23031966388046832,-1.1480364122969784,1.841821942751219,1.3436732921872063,0.6039102175637852
J11QUR20,0.30398514,0.2895997503218878,183.4482759,2827.123137,11.71428571,5.405,0.532813938,0.824509298,1.150401207,50.35888889,39.04198751,48.0477,2.5186,11.43280644,-0.458056865,0.011665998,313.6379901,625.0836387,0.106850335,0.159789143,39892.44825,0.101503164,-31.12436089,0.6001067452,45.66505,25,2.75,2.88,1.12,0.1325168599208869,-1.0525241930299998,1.1743222385367365,0.045756337823103434,-0.4907205963050708
J11SOA10,1.269459158,0.37599384528980084,171.25,6631.906161,12.66666667,4.585,0.53622138,0.670286738,0.530638029,19.17266667,47.28954414,45.9814,2.4735,15.18300142,-2.585423336,0.0329153,18.88733802,324.2869931,0.003830998,0.099259677,3453.805612,0.874437728,-31.20744713,0.6465145784,50.0795,10,2.59,1.77,1.27,0.031370336449681006,-1.1596182050031576,0.9859637757745255,0.5375426412598491,-0.45443573625045974
J12ACP11,0.5339362639999999,0.1401214174766519,84.85714286,895.3041167,13.3,5.67,0.447745181,0.544483986,0.511550297,70.37235294,25.787199180000002,46.1249,2.0342,18.89869388,-2.79781805,0.018171156,35.02319349,575.43813,0.009143648,0.073630171,8276.479554,0.836783297,-29.74419983,0.590608067,48.8808,10,3.56,2,1,-1.4682084411053589,-0.17264534238229268,0.03858990284885256,0.6183317420736189,1.0180167750970648
J12ACP12,0.24308889999999989,0.10603825734427914,138.7755102,1877.633291,29.66666667,4.725,0.439846282,0.575522388,0.455023672,87.694,25.61178644,44.6355,2.7603,24.82237046,-4.662024574,0.020660844,38.49389995,608.4670665,0.006347448,0.097861069,6003.352164,0.805035948,-30.35851463,0.6152681158,59.1578,10,3.56,2,1,-1.7904854879140675,-0.4486687975755174,0.15810090184751238,0.8059762815522205,-0.0323169611309961
J12ACSA22,0.6824941320000001,0.1037071350377465,125.3012048,3933.904901,15.5,4.77,0.517910135,0.733307393,1.237280604,43.15736842,42.32978451,45.46400025,2.9,9.772248731,-1.286969686,0.026085845,26.85374368,420.0068599,0.012457811,0.075532923,6126.99554,0.796565796,-30.44704468,0.611713315,46.61966667,35,4.76,2.88,3.37,-2.0243434091079706,-0.3724102665827234,-0.006926263541251593,2.7080906165121696,-0.12169448612679779
J12ACSP5,1.5838255719999998,0.491652700106453,119.4871795,2491.920762,10.5,5.25,0.406969885,0.520830527,1.235115766,37.13263158,32.48667649,47.66448922,2.6486,23.6168195,-4.168115044,0.020527462,49.33750667,727.9098011,0.009911171,0.084814883,7034.151125,0.751398768,-30.99303467,0.629144852,48.09646667,5,3.31,2,2,-0.4480527846563225,-1.422527084524697,0.3961273838560266,-0.3047729853463253,-1.2482290584364926
J12ACSP6,0.10007523799999998,0.24170564232246697,185.1851852,2319.218352,28,5.23,0.450684384,0.492865497,0.526414588,35.68266667,24.0639713,47.7578,2.1688,17.82658717,-4.07002552,0.0289815,47.60588338,671.0938253,0.007592138,0.09875028,6583.810822,0.717947561,-31.01059898,0.572153737,51.70015,5,3.31,2,2,-0.3681848993047652,-1.2779324491957254,0.4165139139981726,0.07763440976514167,-1.6611169748152717
J12BEA9,0.43677348400000005,0.07153644691951665,113.9534884,3221.141398,8.7,4.165,0.511534684,0.536204082,0.873369938,42.75666667,28.51407188,46.1042,3.0052,21.69067983,-3.369336185,0.027157844,36.51406789,706.0798152,0.006083869,0.086335217,6673.746305,0.984835483,-31.63055786,0.645381984,56.94745,25,3.17,3,2,-0.6357217543582457,-1.3331192704099444,0.29223123431037185,1.2637873351787008,-1.1489010752822002
J12COA7,0.8412382440000001,0.2018394760974137,119.2307692,3835.729681,17.85714286,5.145,0.530377027,0.607817237,0.346593001,17.09964286,32.749222,42.7689,2.5044,14.46896045,-0.326279101,0.027129899,62.30020409,921.1620478,0.006810374,0.156394836,7710.168742,0.753037627,-31.99868568,0.526857143,38.2114,10,4,1.77,1.02,-1.6328399168487058,-0.5852322321694653,0.11314696931312113,2.209194962726411,-0.6552582305604782
J12FRA23,0.543981652,0.09618730272099658,173.7777778,12859.39457,69,6.95,0.390774357,0.778308648,0.61473801,145.63,33.5233125,44.7849,2.5957,15.72869648,-2.201580391,0.033457787,211.7868195,152.9282956,0.224798079,0.174634422,12241.33144,0.036775538,-31.32747849,0.550675676,63.9067,30,2.46,2.38,2.59,-1.113004642698897,-1.0818260867120448,0.05069278382925056,2.1312519907365317,-2.3093405232042152
J12OSV23,0.21705078999999997,0.4414074010886739,218.5714286,4006.367603,7.433333333,4.12,0.56089323,0.684597156,0.733111566,13.73934426,28.99415344,46.0314,2.2327,13.57853598,-1.747870312,0.025291141,56.04833807,1075.156402,0.005498073,0.130204208,3958.112769,0.976965024,-32.11829193,0.654953636,66.89305,12,4.58,3.25,1.07,-0.8006217591886476,-0.9515760489122866,0.5433009931912011,2.0525647112428227,-2.0672381200948062
J13ACSA24,0.648940012,0.14767183583582616,192.3076923,5585.364453,15.28571429,4.645,0.55845393,0.711910472,1.504735376,61.291,35.92697133,48.86651541,3.2564,11.56210048,-1.474483395,0.03625565,27.11491109,465.6328105,0.013038624,0.076618603,4796.778911,0.874591999,-31.44696838,0.5746396158,40.553,35,4.76,2.88,3.37,-1.5220836504264583,1.0274480392705212,-0.6628185732635252,-1.9528370953481717,-0.8601296491703149
J13ACSP7,1.0540824819999999,0.38228398368939337,149.4444444,4123.382665,11.66666667,4.445,0.476932398,0.603115385,0.634365899,32.53529412,30.10305551,48.31938964,2.8408,20.36875688,-1.763466263,0.015390751,56.06808741,783.8481612,0.00835941,0.108019929,6514.697841,0.712010359,-30.39402229,0.634677944,49.6345,5,3.31,2,2,-2.1397127751711293,1.2028600079212293,-1.1123366468240545,-1.0577170796088304,-0.2795760351374216
J13ACSP8,0.35472629799999994,0.2518564330701522,145,5230.819322,21,4.885,0.448713005,0.548335604,0.489336493,34.16666667,24.02439024,48.7557,2.6311,18.72190079,-2.882875519,0.022985235,37.26393125,628.6783712,0.004501377,0.075093551,5925.892762,0.859231043,-31.60252937,0.622037422,48.064,5,3.31,2,2,-2.2876091120502,1.6830343296835957,-0.8866759797285204,0.6461072353042191,-0.6756449472441045
J13FAG20,0.25256802600000017,0.046830065104464476,161.875,13471.34555,10.71428571,4.63,0.650407474,0.727398031,0.727732611,37.70390244,25.07342191,46.1461,2.8689,9.4456574,-0.960306582,0.011603275,64.38250163,1218.153371,0.009217378,0.187226247,5654.656433,0.963616513,-31.12585052,0.6663664554,71.54691667,25,4.75,1.5,1.5,-1.778233290512064,1.6669403297098024,-0.3967481422924196,0.4869039956099025,-0.07287888101980633
J13FRA24,0.271635492,0.23727648225682768,249.5,15432.06759,30,5.515,0.411395283,0.68173913,0.466557541,106.242,24.75480507,48.8111,3.0857,11.92744699,-2.285015879,0.030124979,518.068952,90.72661054,0.472520937,0.277465724,27605.34615,0.008919022,-32.89266953,0.5852223987999999,72.955,30,2.46,2.38,2.59,-2.0227194510348094,1.4719633831309618,-0.6221408425293127,-1.520723588880134,0.05655638928221653
J13OSV26,0.33696973999999996,0.08198482542982362,144.2696629,6833.020309,8.071428571,3.885,0.599248696,0.784013051,1.1254291,17.17127273,28.27131996,45.073,2.4086,9.306032938,-2.535994158,0.038557095,48.90520194,950.3364398,0.009026074,0.082198403,8119.236076,0.989674626,-31.92011078,0.7574054074,65.0699625,12,4.58,3.25,1.07,-3.5206805067332234,2.075965420487507,-1.1607233549035307,0.44739475278627444,1.1687876466550395
J13PRS12,0.09761905599999991,0.07119096384350099,130,4978.127227,10.28,4.34,0.521046506,0.712712934,0.920231214,11.2671831,31.22617098,46.246,3.0374,12.5725813,-1.907054949,0.030264719,29.48211646,564.2210024,0.008836523,0.108489795,4680.952465,0.974676961,-30.63553963,0.5469572932,57.14171429,22,2.46,3.02,1.06,-1.986461468360084,1.3294141750076742,-0.7476992982382982,-1.6382917653528735,0.03186238573223237
J13PRV11,0.20240594400000003,0.35211821374353336,148.125,2094.310913,7.3,5.45,0.515780626,0.682317979,0.502521687,9.06952381,36.01806154,44.0291,2.6569,9.695411652,-2.52251895,0.035311281,42.25643332,776.8771439,0.005708689,0.14080954,4649.980335,0.936331463,-30.93036636,0.636186878,49.7331,9,2.59,2.88,1.11,-2.9997742995440966,1.644789493630792,-1.127661913071953,-0.5484064003126592,0.20016121598309636
J13QUR22,0.750130132,0.1426692356134417,179.6774194,7235.679205,18,6.795,0.576847835,0.756962025,0.752884328,46.98538462,49.78634927,46.2621,2.6071,12.53450985,-1.891700821,0.028479907,349.329601,789.0539619,0.094902196,0.17333835,28332.25223,0.115038028,-31.17487129,0.6709339416,75.8495,25,2.75,2.88,1.12,-0.05932825882725295,0.4986704272038046,-0.3288176874399421,-0.47898410173092887,-1.5513283039593535
J13TIA19,1.7038379059999997,0.24456632635417738,87.09677419,722.8055419,13.28571429,7.51,0.332177433,0.40144005,0.504858815,55.43,25.37735282,45.34640112,3.9354,20.19515274,-1.240915918,0.02690251,72.04761818,1156.327146,0.008758971,0.216759965,4656.409209,0.817393544,-31.7821067,0.4907793028,61.748,35,3.98,2.88,1.26,-3.0597055044148602,1.578121431383629,-1.3641778111627498,0.13121541494047745,-0.10296248673319384
J13ULA10,0.13069728400000002,0.10963189098676109,151.25,1027.469055,11.4,4.44,0.490579006,0.747298852,1.322947873,25.82230769,30.22133516,46.65590721,3.4313,17.64163555,-3.304104471,0.037659678,293.100871,1056.844286,0.049690071,0.185189755,10663.90478,0.183638613,-31.7619384,0.6314775128,74.12768333,35,3.14,2.92,2.46,-1.8364848475406008,1.232207665595361,-0.6105464513603993,-2.081272017762912,-0.4753839319760558
J14ACP15,0.3445078800000001,0.3493280684575156,171.7391304,5115.83267,12.375,5.72,0.423985584,0.525641026,1.239308409,110.2985714,31.49244259,47.1443,2.553,12.64964795,-3.149855156,0.015921621,41.73657478,456.4228012,0.022339946,0.101027259,7827.635766,0.55695568,-29.22108711,0.57113687,46.18238,10,3.56,2,1,-2.4234447925687084,2.3057100121368617,-0.3063579714927925,0.9324771663128721,0.23174799130757762
J14ACP16,0.5115592380000002,0.0868999188579269,187.8378378,8926.127287,17.5,4.72,0.477076509,0.562378378,0.630460449,65.53,22.77158892,47.6154,2.9562,23.62264499,-4.70964138,0.015967414,38.41574794,616.414094,0.006430651,0.094963642,6687.088693,0.817209444,-31.61735474,0.560836502,53.2196,10,3.56,2,1,-0.8314874315615239,1.6280566311310452,0.23950146794837515,-0.5433042205381258,-1.2691639685498513
J14ACSA27,0.6854439280000001,0.1452690449178964,195.625,12305.08805,18.375,5.455,0.532440735,0.731198502,1.541219781,61.759,41.88323429,48.9605,2.6059,10.1252913,-2.20423748,0.030369903,63.39940159,1004.164705,0.017727042,0.11784226,5520.495455,0.806658852,-30.94949005,0.5608781885999999,51.176213333999996,35,4.76,2.88,3.37,-1.3200173449514818,2.1054967465516685,0.3668454119572484,-0.8348083731484903,-0.27637711537053317
J14ACSP11,0.535582328,1.4831948283160816,171.4285714,1328.629257,5.416666667,4.535,0.456113261,0.527552674,1.743474347,51.9695,21.05080865,47.999,2.3429,16.977786300000002,-0.510643406,0.023275164,36.84737833,565.8915918,0.014584498,0.081300479,6318.334843,0.782162081,-29.96210991,0.554302671,53.1563,5,3.31,2,2,-1.8273811663833854,1.5048264072949782,-0.41316904835463036,-0.3296163603827975,0.2174474921062739
J14BEA10,1.594323432,1.0374334378379315,136.8965517,2436.466273,31.75,3.6,0.494523648,0.542118227,2.542,25.3846875,33.82944935,46.8912,2.5797,12.17261915,0.348980682,0.022987145,58.51915718,1121.486081,0.005775666,0.114812476,5319.273125,0.976036222,-32.61167465,0.6012156528,56.99505,25,3.17,3,2,-0.9227748667830304,1.890307131491569,0.6859170919895657,-0.6102621705882532,0.8116716771264713
J14BEA12,3.5345933379999996,0.8325737043411207,140.4878049,5265.439736,56,3.25,0.477265985,0.604954804,2.154571159,38.40714286,41.65891761,47.8637,3.167,12.77897573,-0.95741643,0.028969021,48.49147015,925.7118071,0.002828762,0.120875905,6692.063989,0.972255843,-31.66028641,0.569476457,52.6683,25,3.17,3,2,-1.4221219538143441,1.7539563533593339,-0.01929073093553293,0.737206880344694,-1.6338827610681108
J14FAG22,0.19284309200000002,0.08006814604114318,210.7407407,7410.661838,13.2,3.29,0.656909462,0.742162162,1.963461538,48.657,29.28663913,45.8051,2.3655,8.688874274,-1.581229229,0.022555163,42.33630965,782.885889,0.006677267,0.122124329,5375.534918,0.941793256,-31.60340752,0.633128834,71.91774333400001,25,4.75,1.5,1.5,-1.7596440262934767,2.3954440582145344,0.46699127568563215,0.18377532488393755,-0.6398029665711429
J14OSV27,1.092638778,0.2737930070292753,191.8518519,6839.481774,14.6,3.12,0.544350154,0.853659359,1.670434783,22.451,30.86722195,46.0457,2.9992,8.423556649,0.305232357,0.021213079,60.51088723,1155.637431,0.003617919,0.124395015,2977.570123,0.97265358,-31.37116493,0.573090541,71.102933334,12,4.58,3.25,1.07,-1.971532886412157,2.548614744578893,0.39064618749792446,-0.08650115329929496,-0.21832219339235734
J14QUR23,1.773511402,0.8590314178945313,230.3571429,15853.69541,16.8,6.755,0.508937193,0.609008043,1.537279329,62.09076923,43.91007375,49.6112,3.2209,15.87642718,1.873812156,0.04016154,443.5874191,3774.238038,0.050708024,0.177622304,27460.06187,0.433331417,-31.30403648,0.499397227,54.622538334,25,2.75,2.88,1.12,-1.2822926187294592,1.6454671800468237,0.666744829478953,0.004101710853227236,0.2735925157842663
J14SOA11,0.225979898,0.1848780288927696,206.6666667,7184.795334,15,5.835,0.477660785,0.59560171,0.400943588,38.39083333,31.82183247,46.0685,2.4771,11.34375284,-3.527033577,0.053099225,35.507044096,794.73377252,0.004507515,0.1178254304,6482.3524370000005,0.904732964,-32.12329758,0.640806353,27.6195,10,2.59,1.77,1.27,-0.6255585984752651,1.5153218258100263,0.27167362386308624,-0.6317624841558265,-1.4875407671294618
J14TIA20,0.2427551460000001,0.41925265609843404,131.5,1116.221958,20.8,7.23,0.303701141,0.388550548,0.789166643,103.2092308,22.21029723,46.5035,3.5105,23.55205352,-0.131606464,0.025976123,54.06215394,866.7786641,0.014731814,0.152141014,6147.623912,0.816554126,-30.8,0.389696169,53.849621,35,3.98,2.88,1.26,-2.2066453572266003,2.0244695640472066,-0.21736368524965075,0.4828081526773361,-0.5541771106507726
J14TIA21,0.41844792799999997,0.30456580762320656,174.893617,2517.253928,11.83333333,6.335,0.358080789,0.334430489,1.130269777,83.006923080000007,26.85596197,41.7506,3.3212,19.54090899,-0.794844074,0.041236079,71.48508607,1131.751286,0.018184322,0.166712234,4647.517459,0.806316714,-31.68472038,0.455553469,73.7797,35,3.98,2.88,1.26,-2.290971124194796,2.2618061932252167,0.34698528432913844,0.9305241682278024,-0.29479272540250845
J14ULA11,0.7741391759999999,0.09199529076276138,137.4358974,4632.108163,17.4,3.815,0.510317906,0.710278373,1.744922737,37.10619048,39.37220076,46.1895,3.6739,16.09375014,1.254907496,0.036292536,161.2349859,1288.438439,0.017626149,0.100413672,12948.28607,0.406981342,-31.5721199,0.692078133,65.98975,35,3.14,2.92,2.46,-1.4560027339137953,1.572216899083735,-0.2607202000307406,-0.1346141570973595,-0.2488536431539687
J15ACP-a,1.432809358,0.9513645084438246,159.6551724,3254.23961,39.25,5.615,0.321615098,0.435485149,1.378565255,112.8966667,31.45944669,42.9891,2.85,15.69468569,-4.529762287,0.012186471,52.08027305,765.4317578,0.008670939,0.097474559,9298.717148,0.748519872,-30.74140404,0.5176632192,49.024958668000004,10,3.56,2,1,1.259516530574347,1.371624749360492,0.4820004147166857,-1.3809658709614996,0.22551099005232453
J15ACP-b,1.4816989460000003,1.4715146479635381,134.2857143,1060.43022,38.33333333,4.89,0.380556575,0.514126723,1.822467772,125.13,29.15368017,48.8102,3.4292,20.9995435,-4.21493639,0.019161852,28.52519365,425.4032202,0.015597803,0.069989351,6799.94353,0.759525364,-31.36397026,0.620626896,43.96,10,3.56,2,1,1.2415071095271186,1.3024643648036518,0.5004382759451365,-1.1353061016326924,0.44010102611443347
